ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes",Brands
1904,simple,,,"DISQUE DUR IMATION 512GB SSD 2.5"" C321",1,0,visible,,"Disque dur SSD Imation de 512 Go format 2.5 pouces, modèle C321, pour une performance accrue de votre ordinateur. Technologie SSD pour un accès rapide aux données. Installation facile dans votre ordinateur portable. Un choix parfait pour une performance optimale.",,,taxable,,1,,,0,0,,,,,1,,,105,"Accessoires informatiques","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/zLAbejPWtScYIUOb.png,,,,,,,,,0,,
1905,simple,,,"DISQUE DUR IMATION M.2_NVME 256SSD",1,0,visible,,"Disque dur SSD Imation M.2 NVMe de 256 Go, pour une performance maximale de votre ordinateur. Technologie SSD pour un accès rapide aux données. Installation facile dans votre ordinateur compatible M.2. Un choix parfait pour une performance optimale.",,,taxable,,1,,,0,0,,,,,1,,,85,"Accessoires informatiques","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/REpDgsjrfukRCkEU.webp,,,,,,,,,0,,
1906,simple,,,"MOTO ELECTRIQUE NOVAGO LUNA 70KM",1,0,visible,,"Moto électrique Novago Luna avec une autonomie de 70 km, pour des déplacements écologiques et pratiques. Moteur électrique puissant et silencieux. Facile à utiliser et à recharger. Un bon choix pour les déplacements urbains.",,,taxable,,1,,,0,0,,,,,1,,,454900,"Électronique connectée",,,https://sml.boutique/wp-content/uploads/2025/12/ODohpyUWomKWYNzI.jpg,,,,,,,,,0,,
1907,simple,,,"MOTO ELECTRIQUE NOVAGO TIGER 70KM",1,0,visible,,"Moto électrique Novago Tiger avec une autonomie de 70 km, pour des déplacements écologiques et pratiques. Moteur électrique puissant et silencieux. Facile à utiliser et à recharger. Un bon choix pour les déplacements urbains et quotidiens.",,,taxable,,1,,,0,0,,,,,1,,,494900,"Électronique connectée",,,https://sml.boutique/wp-content/uploads/2025/12/25213.jpg,,,,,,,,,0,,
1908,simple,,,"SETUP BOITIER AQIRYS CANOPUS ARGB",1,0,visible,,"Boîtier pour PC Aqirys Canopus ARGB, pour une configuration de jeu performante et esthétique. Rétroéclairage ARGB personnalisable. Design élégant et robuste. Compatible avec les cartes mères ATX et micro-ATX. Un accessoire idéal pour les gamers.",,,taxable,,1,,,0,0,,,,,1,,,209900,"Accessoires informatiques","Électronique, Gadgets, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/mvFbIaupiRETKXdx.jpg,,,,,,,,,0,,
1909,simple,,,"SETUP BOITIER REDDRAGON PAKTIS RGB",1,0,visible,,"Boîtier pour PC Redragon Paktis RGB, pour une configuration de jeu stylée et performante. Rétroéclairage RGB personnalisable. Design élégant et fonctionnel. Compatible avec les cartes mères ATX et micro-ATX. Un accessoire parfait pour les gamers.",,,taxable,,1,,,0,0,,,,,1,,,214900,"Accessoires informatiques","Électronique, Gadgets, Gaming",,https://sml.boutique/wp-content/uploads/2025/12/KsbFEfrrgObdLFFH.png,,,,,,,,,0,,
1910,simple,,,"REDMI 14C 8GB/256GB",1,0,visible,,"Smartphone Redmi 14C avec 8 Go de RAM et 256 Go de stockage. Écran de qualité pour une expérience visuelle agréable. Appareil photo performant pour des photos et vidéos réussies. Batterie longue durée pour une utilisation intensive. Un excellent choix pour un usage polyvalent.",,,taxable,,1,,,0,0,,,,,1,,,579,"Smartphones et tablettes","Électronique, High-Tech, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/OzLFkForscbzeOPf.jpg,,,,,,,,,0,,
1911,simple,,,"NOKIA 125",1,0,visible,,"Téléphone mobile Nokia 125, un modèle simple et fiable pour les appels et les messages. Conception robuste et facile à utiliser. Batterie longue durée pour une autonomie prolongée. Un choix économique pour les communications de base.",,,taxable,,1,,,0,0,,,,,1,,,99,"Smartphones et tablettes","Électronique, Gadgets, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/telephone-portable-nokia-125.jpg,,,,,,,,,0,,
1912,simple,,,"HAUT PARLEUR SOUNDPHONIC 4W",1,0,visible,,"Haut-parleur Soundphonic de 4W, pour profiter de votre musique. Son clair et puissant pour une écoute agréable. Facile à utiliser et à transporter. Design simple et fonctionnel. Idéal pour les petites pièces et les déplacements.",,,taxable,,1,,,0,0,,,,,1,,,42,"Audio et multimédia",,,https://sml.boutique/wp-content/uploads/2025/12/GgQobKxwhRdReqvL.jpg,,,,,,,,,0,,
1913,simple,,,"HAUT PARLEUR SOUNDPHONIC 6W",1,0,visible,,"Haut-parleur Soundphonic de 6W, pour une expérience audio de qualité. Son clair et puissant pour profiter de votre musique. Facile à utiliser et à transporter. Design simple et élégant. Idéal pour une utilisation quotidienne à la maison ou en déplacement.",,,taxable,,1,,,0,0,,,,,1,,,59,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/ibbctTwkyFGFxNSv.jpg,,,,,,,,,0,,
1914,simple,,,"VENTILATEUR PC PORTABLE AIR STREAM PRO 13"" - 18""",1,0,visible,,"Ventilateur pour PC portable Air Stream Pro, compatible avec les ordinateurs de 13 à 18 pouces. Pour un refroidissement efficace de votre ordinateur portable. Facile à installer et à utiliser. Un accessoire essentiel pour maintenir votre PC au frais.",,,taxable,,1,,,0,0,,,,,1,,,59,"Accessoires informatiques","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/KyainhJrWYWNNiBe.jpg,,,,,,,,,0,,
1926,simple,,,"VENTILATEUR PC PORTABLE AIRSTREAM N 17""",1,0,visible,,"Ventilateur pour PC portable Airstream N de 17 pouces, pour un refroidissement efficace de votre appareil. Design léger et facile à utiliser. Un accessoire pratique pour maintenir votre PC au frais pendant vos sessions de travail ou de jeu.",,,taxable,,1,,,0,0,,,,,1,,,49,"Accessoires informatiques","Électronique, Gadgets, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/iucATRTReGYrHWAi.jpg,,,,,,,,,0,,
1927,simple,,,"VENTILATEUR PC PORTABLE AIRSTREAM 19""",1,0,visible,,"Ventilateur pour PC portable Airstream de 19 pouces, pour un refroidissement efficace de votre appareil. Design léger et facile à utiliser. Un accessoire pratique pour maintenir votre PC portable au frais pendant un usage prolongé.",,,taxable,,1,,,0,0,,,,,1,,,65,"Accessoires informatiques","Électronique, Gadgets, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/OuxELUvIsRzbYjez.jpg,,,,,,,,,0,,
1928,simple,,,"CASQUE P9 PRO MAX AVEC POCHET",1,0,visible,,"Casque P9 Pro Max avec pochette, pour une écoute audio de qualité. Son clair et puissant pour profiter de votre musique. Design confortable et élégant. Un accessoire idéal pour une expérience audio immersive. Livré avec une pochette de transport.",,,taxable,,1,,,0,0,,,,,1,,,45,"Audio et multimédia","Audio, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/rhwFpfjukIvFNvpc.jpg,,,,,,,,,0,,
1929,simple,,,"CASQUE P9 PRO MAX",1,0,visible,,"Casque P9 Pro Max, pour une expérience audio de qualité. Son clair et puissant pour profiter de votre musique. Design confortable pour un port prolongé. Un accessoire idéal pour une écoute immersive.",,,taxable,,1,,,0,0,,,,,1,,,40,"Audio et multimédia","Audio, Électronique, Gaming",,https://sml.boutique/wp-content/uploads/2025/12/oXBGAuHNJEstEGjI.jpg,,,,,,,,,0,,
1930,simple,,,"CASQUE WIRELESS STN-28",1,0,visible,,"Casque sans fil STN-28, pour une écoute pratique et confortable. Connectivité Bluetooth pour une utilisation facile. Son de bonne qualité pour profiter de votre musique. Design léger et confortable. Un bon choix pour une écoute sans fil au quotidien.",,,taxable,,1,,,0,0,,,,,1,,,39,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/1.jpg,,,,,,,,,0,,
1931,simple,,,"GLASS PRIVACY BLACK",1,0,visible,,"Protection d'écran en verre trempé avec filtre de confidentialité, en couleur noire, pour votre smartphone. Protège l'écran de votre téléphone contre les rayures et les chocs. Filtre de confidentialité pour protéger votre écran des regards indiscrets. Un accessoire indispensable pour la sécurité de votre appareil.",,,taxable,,1,,,0,0,,,,,1,,,19,"Accessoires pour smartphones","Accessoires Tech, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/lihWmpfjVSEczNPB.jpg,,,,,,,,,0,,
1932,simple,,,"MANETTE PS4 DOUBLE MOTOR VIBRATION 4",1,0,visible,,"Manette PS4 avec double moteur de vibration, pour une expérience de jeu immersive sur votre console PlayStation 4. Design ergonomique pour une prise en main confortable. Boutons réactifs pour des commandes précises. Vibration pour un réalisme accru. Un accessoire essentiel pour les gamers.",,,taxable,,1,,,0,0,,,,,1,,,75,"Gaming et accessoires","Électronique, Gaming",,https://sml.boutique/wp-content/uploads/2025/12/fDgVISBaJkchHtMu.png,,,,,,,,,0,,
1933,simple,,,"GAME BOX X1 2.4G WIRELESS",1,0,visible,,"Console de jeu Game Box X1 sans fil 2.4G, pour profiter de vos jeux préférés. Compatible avec les jeux classiques. Facile à utiliser et à connecter. Un accessoire idéal pour un divertissement simple et amusant.",,,taxable,,1,,,0,0,,,,,1,,,169,"Gaming et accessoires","Connectivité, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/CjHwjqameftKSfaT.webp,,,,,,,,,0,,
1934,simple,,,"RING LIGHT 3D-26",1,0,visible,,"Anneau lumineux 3D-26, pour un éclairage professionnel de vos photos et vidéos. Lumière ajustable en couleur et en intensité. Design compact et léger. Idéal pour les influenceurs, les vloggers et les photographes. Un accessoire essentiel pour un éclairage de qualité.",,,taxable,,1,,,0,0,,,,,1,,,75,"Accessoires informatiques","Accessoires Tech, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/IJounDHTPgCZVBNi.jpg,,,,,,,,,0,,
1935,simple,,,"MANETTE SCORPION SJ606-1",1,0,visible,,"Manette de jeu Scorpion SJ606-1, pour une expérience de jeu immersive et précise sur votre console ou PC. Design ergonomique pour une prise en main confortable. Boutons réactifs pour des commandes précises. Un accessoire essentiel pour les gamers.",,,taxable,,1,,,0,0,,,,,1,,,25,"Gaming et accessoires","Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/AtsqGZQgqDhcUzmy.jpg,,,,,,,,,0,,
1936,simple,,,"IMP EPSON L3251 3EN1 WIFI",1,0,visible,,"Imprimante multifonction Epson L3251 3en1 avec Wi-Fi, pour imprimer, numériser et copier vos documents. Technologie d'encre économique pour des coûts réduits. Connexion Wi-Fi pour une utilisation facile et partagée. Idéale pour la maison et les petites entreprises.",,,taxable,,1,,,0,0,,,,,1,,,680,"Imprimantes et encres","Connectivité, Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/bhTWUIeeEbRvnLHU.jpg,,,,,,,,,0,,
1943,simple,,,"IMP HP SMART TANK 581 3EN1 WIFI",1,0,visible,,"Imprimante multifonction HP Smart Tank 581 3en1 avec Wi-Fi, pour imprimer, numériser et copier vos documents. Technologie d'encre avec réservoirs pour des coûts réduits. Connexion Wi-Fi pour une utilisation facile. Idéale pour la maison et les petites entreprises.",,,taxable,,1,,,0,0,,,,,1,,,489,"Imprimantes et encres","Connectivité, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/AvjemCMQAwnZgNpC.jpg,,,,,,,,,0,,
1944,simple,,,"IMP HP SMART TANK 580 3EN1 WIFI",1,0,visible,,"Imprimante multifonction HP Smart Tank 580 3en1 avec Wi-Fi, pour imprimer, numériser et copier vos documents. Technologie d'encre avec réservoirs pour des coûts réduits. Connexion Wi-Fi pour une utilisation facile. Idéale pour la maison et les petites entreprises.",,,taxable,,1,,,0,0,,,,,1,,,559,"Imprimantes et encres","Électronique, Gaming, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/impresora-hp-smart-tank-580-foto3.webp,,,,,,,,,0,,
1945,simple,,,"IMP HP SMART TANK 585 3EN1 WIFI",1,0,visible,,"Imprimante multifonction HP Smart Tank 585 3en1 avec Wi-Fi, pour imprimer, numériser et copier vos documents. Technologie d'encre avec réservoirs pour des coûts réduits. Connexion Wi-Fi pour une utilisation facile. Idéale pour la maison et les petites entreprises.",,,taxable,,1,,,0,0,,,,,1,,,559,"Imprimantes et encres","Électronique, Gadgets, High-Tech",,https://sml.boutique/wp-content/uploads/2025/12/UwHWnDqNXoQinrtI.jpg,,,,,,,,,0,,
1946,simple,,,"PC PORTABLE LENOVO I3-1315U 8GB 512SSD",1,0,visible,,"Ordinateur portable Lenovo avec processeur Intel Core i3-1315U, 8 Go de RAM et 512 Go de stockage SSD. Écran de 15 pouces pour une expérience visuelle agréable. Stockage SSD pour un démarrage rapide. Idéal pour la bureautique et le multimédia.",,,taxable,,1,,,0,0,,,,,1,,,123900,"PC et Laptops","Électronique, High-Tech, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/KFBwqeWERrTtVAvR.jpg,,,,,,,,,0,,
1947,simple,,,"PC PORTABLE LENOVO I3-1315U 16GB 512SSD",1,0,visible,,"Ordinateur portable Lenovo avec processeur Intel Core i3-1315U, 16 Go de RAM et 512 Go de stockage SSD. Écran de 15 pouces pour une expérience visuelle agréable. Stockage SSD pour une performance rapide. Idéal pour les professionnels et les étudiants.",,,taxable,,1,,,0,0,,,,,1,,,129900,"PC et Laptops","Électronique, Gaming, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/rKnSFUYiJtFlJefv.jpg,,,,,,,,,0,,
1948,simple,,,"PC PORTABLE LENOVO I5-1235U 8GB 512SSD",1,0,visible,,"Ordinateur portable Lenovo avec processeur Intel Core i5-1235U, 8 Go de RAM et 512 Go de stockage SSD. Écran de 15 pouces pour une expérience visuelle agréable. Stockage SSD pour un démarrage rapide et une performance améliorée. Idéal pour le travail et le divertissement.",,,taxable,,1,,,0,0,,,,,1,,,139900,"PC et Laptops","Électronique, Gaming, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/hPezFbdXcjymVZMF-scaled.jpeg,,,,,,,,,0,,
1959,simple,,,"PC PORTABLE DELL INSP 3535 RYZEN 5 7520U 8GB 512SSD",1,0,visible,,"Ordinateur portable Dell Inspiron 3535 avec processeur AMD Ryzen 5 7520U, 8 Go de RAM et 512 Go de stockage SSD. Écran de 15 pouces pour une expérience visuelle agréable. Stockage SSD pour une performance rapide. Idéal pour le travail, les études et le multimédia.",,,taxable,,1,,,0,0,,,,,1,,,133900,"PC et Laptops","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/GcCKenihxqISAblX.jpg,,,,,,,,,0,,
1960,simple,,,"VENTILATEUR PC PORTABLE AIRSTREAM 15""",1,0,visible,,"Ventilateur pour PC portable Airstream de 15 pouces, pour un refroidissement efficace de votre appareil. Design léger et facile à utiliser. Un accessoire pratique pour maintenir votre PC portable au frais pendant vos longues sessions de travail ou de jeu.",,,taxable,,1,,,0,0,,,,,1,,,40,"Accessoires informatiques","Électronique, Gadgets, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/zJztfQhLiIqKrFOV.jpg,,,,,,,,,0,,
1961,simple,,,"HDMI SPLITTER 1X8 UHD 4K/2K",1,0,visible,,"Répartiteur HDMI 1x8 UHD 4K/2K, pour diffuser un signal vidéo sur huit écrans. Compatible avec les signaux 4K pour une qualité d'image optimale. Facile à installer et à utiliser. Idéal pour les présentations, les événements et les installations complexes.",,,taxable,,1,,,0,0,,,,,1,,,169,"Accessoires informatiques","Câble, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/jboKELEJgYnRfcOB.jpg,,,,,,,,,0,,
1962,simple,,,"HDMI SPLITTER 1X4 UHD 4K/2K",1,0,visible,,"Répartiteur HDMI 1x4 UHD 4K/2K, pour diffuser un signal vidéo sur quatre écrans. Compatible avec les signaux 4K pour une qualité d'image optimale. Facile à installer et à utiliser. Un accessoire pratique pour vos présentations ou pour regarder des films sur plusieurs écrans.",,,taxable,,1,,,0,0,,,,,1,,,69,"Accessoires informatiques","Connectivité, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/bioKgXuRmTtPfLZc.jpg,,,,,,,,,0,,
1963,simple,,,"HDMI SPLITTER 1X2 UHD 4K/2K",1,0,visible,,"Répartiteur HDMI 1x2 UHD 4K/2K, pour diffuser un signal vidéo sur deux écrans. Compatible avec les signaux 4K pour une qualité d'image optimale. Facile à installer et à utiliser. Un accessoire pratique pour vos présentations ou pour regarder des films sur plusieurs écrans.",,,taxable,,1,,,0,0,,,,,1,,,49,"Accessoires informatiques","Connectivité, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/uhFweolhtLsQoHEU.jpg,,,,,,,,,0,,
1964,simple,,,"CABLE VGA 1.5M",1,0,visible,,"Câble VGA de 1.5 mètre, pour connecter vos écrans et projecteurs. Connecteurs VGA pour une transmission analogique du signal. Un accessoire utile pour les anciens écrans et projecteurs. Idéal pour connecter vos périphériques.",,,taxable,,1,,,0,0,,,,,1,,,8,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/ltILKfWWAuZIDKDa.jpg,,,,,,,,,0,,
1965,simple,,,"CABLE RESEAUX 3M CAT6 FTP BLEU",1,0,visible,,"Câble réseau de 3 mètres CAT6 FTP en couleur bleue, pour connecter vos appareils à votre réseau local. Compatible avec les normes CAT6 pour une performance optimale. Un accessoire indispensable pour une connexion rapide et stable.",,,taxable,,1,,,0,0,,,,,1,,,12,"Accessoires informatiques",,,https://sml.boutique/wp-content/uploads/2025/12/rmKZBkmgacGfAizm.jpg,,,,,,,,,0,,
1966,simple,,,"CABLE RESEAUX 2M CAT6 FTP JAUNE",1,0,visible,,"Câble réseau de 2 mètres CAT6 FTP en couleur jaune, pour connecter vos appareils à votre réseau local. Compatible avec les normes CAT6 pour une transmission rapide. Un accessoire indispensable pour une connexion stable et performante.",,,taxable,,1,,,0,0,,,,,1,,,10,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/KOUEgFJCVMHqNZHH.png,,,,,,,,,0,,
1967,simple,,,"CABLE RESEAUX 10M CAT6 FTP BLEU",1,0,visible,,"Câble réseau de 10 mètres CAT6 FTP en couleur bleue, pour connecter vos appareils à votre réseau local avec une connexion rapide et stable. Compatible avec les normes CAT6 pour une performance optimale. Un accessoire indispensable pour une connexion réseau performante.",,,taxable,,1,,,0,0,,,,,1,,,19,"Accessoires informatiques",,,https://sml.boutique/wp-content/uploads/2025/12/WANIUzrFhmwmLhoP.jpg,,,,,,,,,0,,
1968,simple,,,"CABLE RESEAUX 20M CAT6 FTP BLEU",1,0,visible,,"Câble réseau de 20 mètres CAT6 FTP en couleur bleue, pour connecter vos appareils à votre réseau local. Compatible avec les normes CAT6 pour une performance fiable. Un accessoire essentiel pour vos longues connexions réseaux.",,,taxable,,1,,,0,0,,,,,1,,,28,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/cable-reseau-rj45-cat6-ftp-05m-10m.jpg,,,,,,,,,0,,
1982,simple,,,"CABLE RESEAUX 25M CAT6 FTP BLEU",1,0,visible,,"Câble réseau de 25 mètres CAT6 FTP en couleur bleue, pour connecter vos appareils à votre réseau local. Compatible avec les normes CAT6 pour une performance optimale. Un accessoire indispensable pour les grandes installations.",,,taxable,,1,,,0,0,,,,,1,,,35,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/xQpomVUcwljmzPGC.jpg,,,,,,,,,0,,
1983,simple,,,"CABLE RESEAUX 30M CAT6 FTP BLEU",1,0,visible,,"Câble réseau de 30 mètres CAT6 FTP en couleur bleue, pour connecter vos appareils à votre réseau local avec une connexion fiable et rapide. Compatible avec les normes CAT6 pour une performance optimale. Un accessoire indispensable pour les longues connexions.",,,taxable,,1,,,0,0,,,,,1,,,45,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/FyijNeFspRSKSwUU.jpg,,,,,,,,,0,,
1984,simple,,,"CABLE EXTENSIBLE USB 1.5M",1,0,visible,,"Câble extensible USB de 1.5 mètre, pour connecter vos périphériques USB en toute praticité. Extensible pour ajuster la longueur selon votre besoin. Un accessoire utile pour votre bureau et vos déplacements.",,,taxable,,1,,,0,0,,,,,1,,,8,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/RnVXpMpZPyMBrLek.jpg,,,,,,,,,0,,
1985,simple,,,"CABLE EXTENSIBLE USB 3M",1,0,visible,,"Câble extensible USB de 3 mètres, pour connecter vos périphériques USB en toute praticité. Extensible pour ajuster la longueur selon vos besoins. Un accessoire utile pour une utilisation flexible et confortable.",,,taxable,,1,,,0,0,,,,,1,,,12,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/jbDrQFfIiSHgVqgq.jpg,,,,,,,,,0,,
1986,simple,,,"CABLE HDMI 0.6M BLANC",1,0,visible,,"Câble HDMI de 0.6 mètre en couleur blanche, pour connecter vos appareils HD. Compatible avec les signaux 4K pour une qualité d'image optimale. Connecteurs plaqués or pour une meilleure transmission du signal. Un accessoire indispensable pour une connexion rapide et fiable.",,,taxable,,1,,,0,0,,,,,1,,,5,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/fBarncsQcyVVUIQg.jpg,,,,,,,,,0,,
1987,simple,,,"CABLE HDMI 10M",1,0,visible,,"Câble HDMI de 10 mètres, pour connecter vos appareils HD sur de longues distances. Compatible avec les signaux 4K pour une qualité d'image optimale. Connecteurs plaqués or pour une transmission du signal améliorée. Un accessoire indispensable pour les connexions longues distances.",,,taxable,,1,,,0,0,,,,,1,,,25,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/tleHaQfxeUJRtZCb.jpg,,,,,,,,,0,,
1988,simple,,,"CABLE HDMI 15M",1,0,visible,,"Câble HDMI de 15 mètres, pour connecter vos appareils HD sur de longues distances. Compatible avec les signaux 4K pour une qualité d'image optimale. Connecteurs plaqués or pour une meilleure transmission du signal. Un accessoire indispensable pour les longues connexions.",,,taxable,,1,,,0,0,,,,,1,,,35,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/YRCkCwUKSTHvePNE.jpg,,,,,,,,,0,,
1989,simple,,,"CABLE HDMI 25M",1,0,visible,,"Câble HDMI de 25 mètres, pour connecter vos appareils HD sur de longues distances. Compatible avec les signaux 4K pour une qualité d'image optimale. Connecteurs plaqués or pour une transmission du signal optimale. Un accessoire indispensable pour les connexions longues distances.",,,taxable,,1,,,0,0,,,,,1,,,75,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/vCaEwNJtwASrTkln.jpg,,,,,,,,,0,,
1990,simple,,,"CABLE ALIMENTATION",1,0,visible,,"Câble d'alimentation standard, pour alimenter vos appareils électroniques. Compatible avec la plupart des ordinateurs portables, écrans et autres périphériques. Un accessoire essentiel pour maintenir vos appareils chargés et opérationnels.",,,taxable,,1,,,0,0,,,,,1,,,12,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/PlXKbWruqokPHJtm.jpg,,,,,,,,,0,,
1991,simple,,,"SPEAKER KISONLI SC-20",1,0,visible,,"Haut-parleur Kisonli SC-20, un modèle compact pour un usage quotidien. Son correct pour une écoute de musique ou pour regarder des vidéos. Design simple et fonctionnel. Facile à utiliser et à connecter avec vos appareils. Un bon choix pour un usage de base.",,,taxable,,1,,,0,0,,,,,1,,,59,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/res_630289ef3e57ce2be7a706ba99e53e92.jpg,,,,,,,,,0,,
1992,simple,,,"DISQUE DUR IMATION 480GB SSD C320 2.5""",1,0,visible,,"Disque dur SSD Imation de 480 Go, format 2.5 pouces, pour une performance améliorée.  Technologie SSD pour un accès rapide aux données.  Idéal pour accélérer le démarrage de votre ordinateur et le lancement de vos applications.  Facile à installer et à utiliser.  Un choix excellent pour une performance accrue.",,,taxable,,1,,,0,0,,,,,1,,,95,"Accessoires informatiques","Câble, Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/YQDwxUyXJenlhZAK.jpg,,,,,,,,,0,,
1993,simple,,,"ITEL A70 12GB/64GB GOLD",1,0,visible,,"Smartphone ITEL A70 avec 12 Go de RAM et 64 Go de stockage en couleur dorée.  Écran de qualité pour une expérience visuelle correcte.  Appareil photo fonctionnel pour des photos de base.  Batterie longue durée pour une utilisation quotidienne.  Un choix abordable et élégant pour vos besoins.",,,taxable,,1,,,0,0,,,,,1,,,319,"Smartphones et tablettes",,,https://sml.boutique/wp-content/uploads/2025/12/RRCLlEYUQtKYXxhJ.jpg,,,,,,,,,0,,
1994,simple,,,"ITEL A50 6GB 64GB LIME GREEN",1,0,visible,,"Smartphone ITEL A50 avec 6 Go de RAM et 64 Go de stockage en couleur vert citron.  Écran de taille correcte pour une utilisation quotidienne.  Appareil photo de base pour vos photos et vidéos.  Batterie de bonne capacité pour une autonomie correcte.  Un choix abordable pour les besoins essentiels.",,,taxable,,1,,,0,0,,,,,1,,,289,"Smartphones et tablettes","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/sCnyVOmsLvXczmIJ.jpg,,,,,,,,,0,,
2007,simple,,,"PC LENOVO IDEAPAD1 15IAU7 I3 RAM 8GB 256GB SSD",1,0,visible,,"Ordinateur portable Lenovo IdeaPad 1 15IAU7 avec processeur Intel Core i3, 8 Go de RAM et 256 Go de stockage SSD. Écran de 15 pouces pour une expérience visuelle agréable. Stockage SSD pour un démarrage rapide. Idéal pour la bureautique, le multimédia et les études. Un bon choix pour un usage quotidien.",,,taxable,,1,,,0,0,,,,,1,,,106900,"PC et Laptops","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/mlwpBFGfyLvbkRFe.jpg,,,,,,,,,0,,
2008,simple,,,"SUPPORT PORTABLE WUW Z25",1,0,visible,,"Support portable WUW Z25, pour une utilisation pratique de votre smartphone. Design ajustable pour un angle de vision optimal. Léger et facile à transporter. Idéal pour regarder des vidéos, prendre des appels ou naviguer sur votre smartphone. Un accessoire pratique et polyvalent.",,,taxable,,1,,,0,0,,,,,1,,,18,"Accessoires pour smartphones","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/xsWhYDMvqrlwOIri.webp,,,,,,,,,0,,
2009,simple,,,"ECOUTEURS BLUETOOTH INKAX TWS-24",1,0,visible,,"Écouteurs Bluetooth INKAX TWS-24 pour une expérience audio sans compromis. Son clair et équilibré pour une immersion musicale totale. Conception ergonomique pour un confort optimal. Boîtier de charge pratique pour une autonomie accrue. Parfait pour les mélomanes et les professionnels.",,,taxable,,1,,,0,0,,,,,1,,,55,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/ecouteurs-sans-fil-inkax-tws-24-blanc.jpg,,,,,,,,,0,,
